"gene_list","mutation","precog_metaZ","tot_int","mut_int","network_score"
"HSP90B1","BOTH",-0.293,502,427,363.205179282869
"DDX3X","BOTH",-1.769,486,420,362.962962962963
"RUVBL1","BOTH",0.657,474,414,361.594936708861
"FXR1","BOTH",0.688,471,412,360.390658174098
"DNAJA1","BOTH",0.995,450,402,359.12
"PPP2R1A","ORF",-0.966,456,404,357.929824561404
"UBE2I","BOTH",0.639,423,389,357.732860520095
"EEF2","BOTH",-1.053,461,406,357.561822125813
"DDX24","ORF",-2.376,468,409,357.438034188034
"WWOX","BOTH",1.107,475,412,357.355789473684
"CKAP4","ORF",-0.117,494,420,357.085020242915
"NUP43","ORF",1.36,435,394,356.864367816092
"DDX5","BOTH",-2.107,452,401,355.754424778761
"PTPN1","ORF",-0.028,490,417,354.875510204082
"PPP1CA","ORF",-1.386,463,405,354.2656587473
"CLEC16A","ORF",-1.47,434,392,354.064516129032
"TARDBP","BOTH",-0.038,448,397,351.805803571429
"TUBA1A","BOTH",0.672,469,406,351.462686567164
"VAPA","BOTH",-0.072,502,420,351.394422310757
"ATP5A1","BOTH",-0.245,458,401,351.093886462882
"CDC37","BOTH",-0.269,445,394,348.844943820225
"METTL14","BOTH",-0.442,443,393,348.643340857788
"KPNB1","BOTH",3.877,450,396,348.48
"ISG15","ORF",-0.113,395,371,348.458227848101
"RHOC","ORF",-0.205,441,392,348.444444444444
"AKT1","ORF",0.438,396,371,347.578282828283
"MAP1B","BOTH",-1.147,426,384,346.140845070423
"USP11","BOTH",-0.937,426,384,346.140845070423
"CUL2","NON_ORF",0.56,454,396,345.409691629956
"OCLN","BOTH",2.013,406,373,342.682266009852
"DHX15","ORF",0.178,435,386,342.519540229885
"CCT3","ORF",1.576,435,385,340.747126436782
"ITGA4","ORF",1.421,447,390,340.268456375839
"RAB5C","ORF",-0.581,461,396,340.164859002169
"RPL13A","BOTH",-2.234,477,402,338.792452830189
"TOP2A","BOTH",8.242,435,382,335.457471264368
"CCT8","ORF",0.914,427,378,334.622950819672
"UBR5","BOTH",-1.106,416,372,332.653846153846
"COIL","BOTH",1.313,402,365,331.405472636816
"ITFG1","BOTH",-0.94,436,380,331.192660550459
"ARHGAP24","BOTH",0.988,364,347,330.793956043956
"B3GNT2","BOTH",-0.143,440,381,329.911363636364
"SHMT2","BOTH",3.671,446,383,328.899103139013
"NUP155","BOTH",1.076,402,363,327.783582089552
"SART3","ORF",-0.384,411,367,327.710462287105
"HNRNPF","ORF",-1.963,425,373,327.362352941176
"DHX30","BOTH",-1.089,446,382,327.183856502242
"PSPC1","ORF",-0.892,421,370,325.178147268409
"CPSF6","BOTH",1.777,420,369,324.192857142857
"USP14","BOTH",-1.557,405,362,323.565432098765
"UPF1","BOTH",-1.653,414,366,323.565217391304
"RBM14","ORF",1.197,410,364,323.160975609756
"SMURF1","BOTH",-0.117,377,349,323.079575596817
"KPNA2","ORF",2.261,397,357,321.030226700252
"RPS9","ORF",-0.365,457,383,320.98249452954
"GRSF1","ORF",2.496,424,368,319.396226415094
"ATP5B","BOTH",1.756,448,378,318.9375
"CCT7","ORF",-0.053,394,353,316.266497461929
"RPL18","BOTH",-2.453,437,371,314.967963386728
"CD3EAP","NON_ORF",0.593,375,343,313.730666666667
"CUL5","BOTH",-1.049,400,354,313.29
"RBBP7","BOTH",-1.961,394,351,312.692893401015
