"from","to"
"LEMD3","RAB3B"
"RAB3B","RTN4"
"GBF1","RAB3B"
"ATP2A1","RAB3B"
"NRP1","RAB3B"
"ATP2A1","DPF2"
"COPS3","DPF2"
"DPF2","PPP2CA"
"DPF2","H2AFY"
"DPF2","HNF1B"
"DPF2","TLX2"
"GBF1","VCL"
"CDK6","GBF1"
"GBF1","RAB3B"
"BAG1","GBF1"
"ITGA4","LGALS8"
"LGALS8","NUPR1"
"DBN1","NF2"
"DBN1","SUZ12"
"DBN1","NUPR1"
"DBN1","TLX2"
"DBN1","STYK1"
"DBN1","DDX24"
"DBN1","SMC5"
"IFITM1","IFITM1"
"IFITM1","YTHDF3"
"IFITM1","RTN4"
"GOLGB1","IFITM1"
"IFITM1","TSG101"
"CDK6","SNIP1"
"CDK6","CDK6"
"CDK6","PPP2CA"
"CDK6","GBF1"
"CDK6","NF2"
"CDK6","NUPR1"
"HNF1B","HNF1B"
"EYA4","HNF1B"
"DPF2","HNF1B"
"HNF1B","TLX2"
"RBFOX2","YTHDF3"
"NRP1","YTHDF3"
"IFITM1","YTHDF3"
"SMC5","YTHDF3"
"GOLGB1","GOLGB1"
"GOLGB1","NRAS"
"GOLGB1","NUP155"
"GOLGB1","RAB3B"
"GOLGB1","RAB4A"
"GOLGB1","NRP1"
"GOLGB1","IFITM1"
"EYA4","EYA4"
"EYA4","FHL3"
"EYA4","NUP155"
"EYA4","HNF1B"
"DPF2","TLX2"
"DDX24","TLX2"
"DBN1","TLX2"
"HNF1B","TLX2"
"ITGA4","MBNL1"
"ITGA4","ITGA4"
"DHX15","ITGA4"
"ILF3","ITGA4"
"ITGA4","PPP2CA"
"ITGA4","VCL"
"ITGA4","LGALS8"
"TSG101","TSG101"
"NF2","TSG101"
"IFITM1","TSG101"
"FHL3","FHL3"
"FHL3","SUZ12"
"EYA4","FHL3"
"DNMT1","DNMT3B"
"DNMT1","DNMT1"
"COPS2","DNMT1"
"DNMT1","SUZ12"
"DNMT1","RIT1"
"DNMT1","SMC5"
"CHERP","SNIP1"
"CHERP","RBFOX2"
"CHERP","RIT1"
"CHERP","DHX9"
"CHERP","DHX15"
"CHERP","SMC5"
"DHX9","MBNL1"
"H2AFY","MBNL1"
"ITGA4","MBNL1"
"MBNL1","RBFOX2"
"BAG1","MBNL1"
"MBNL1","SMC5"
"ZMYM2","ZMYM2"
"H2AFY","ZMYM2"
"SIN3A","ZMYM2"
"NUP43","ZMYM2"
"SMC5","ZMYM2"
