"gene_list","mutation","precog_metaZ","tot_int","mut_int","network_score"
"TAF11","ORF",2.581,38,31,25.2894736842105
"PARP4","BOTH",-2.186,29,27,25.1379310344828
"KLHL21","ORF",-2.349,27,26,25.037037037037
"TSC22D2","ORF",2.254,36,30,25
"IGFBP3","ORF",7.972,36,30,25
"TMEM65","ORF",5.257,36,30,25
"XYLT2","ORF",-2.537,34,29,24.7352941176471
"IFI6","ORF",-1.992,39,31,24.6410256410256
"ACOX3","ORF",-2.142,32,28,24.5
"CRIP2","BOTH",4.275,32,28,24.5
"ALG2","ORF",-2.203,37,30,24.3243243243243
"PLAU","NONE",3.295,30,27,24.3
"SLC26A2","ORF",2.16,48,34,24.0833333333333
"HSF4","ORF",-3.487,26,25,24.0384615384615
"EDNRB","BOTH",-5.81,26,25,24.0384615384615
"FCGR2A","NON_ORF",3.567,26,25,24.0384615384615
"UBE2J2","ORF",2.676,26,25,24.0384615384615
"RNF167","BOTH",-2.112,35,29,24.0285714285714
"ATP1A2","BOTH",-2.216,33,28,23.7575757575758
"SGK2","ORF",2.795,33,28,23.7575757575758
"RNF139","ORF",2.754,33,28,23.7575757575758
"ADCY6","BOTH",-2.391,38,30,23.6842105263158
"ALDH6A1","BOTH",-4.132,31,27,23.5161290322581
"TMEM179B","NON_ORF",-2.896,31,27,23.5161290322581
"IL1RAP","BOTH",2.099,29,26,23.3103448275862
"NGFR","BOTH",-3.775,29,26,23.3103448275862
"NEO1","BOTH",-3.828,39,30,23.0769230769231
"PLAGL2","ORF",2.069,32,27,22.78125
"MTMR12","BOTH",-2.229,32,27,22.78125
"NELL2","BOTH",-2.839,32,27,22.78125
"UNG","BOTH",3.201,37,29,22.7297297297297
"PIGO","ORF",-2.252,54,35,22.6851851851852
"ETS2","BOTH",-3.617,30,26,22.5333333333333
"ANXA3","BOTH",-4.338,35,28,22.4
"KANK1","ORF",-1.963,28,25,22.3214285714286
"PTGS2","BOTH",-1.984,28,25,22.3214285714286
"GREM2","BOTH",-3.89,26,24,22.1538461538462
"KCND3","ORF",-2.01,26,24,22.1538461538462
"AP3B2","ORF",2.546,26,24,22.1538461538462
"TGFBR3","BOTH",-5.052,26,24,22.1538461538462
"PRR4","NONE",-3.322,26,24,22.1538461538462
"KLK3","BOTH",-5.783,24,23,22.0416666666667
"MTSS1","BOTH",3.794,22,22,22
"NETO2","BOTH",2.826,50,33,21.78
"JAG1","ORF",2.529,39,29,21.5641025641026
"SDHC","BOTH",2.895,29,25,21.551724137931
"VGLL3","BOTH",-4.241,29,25,21.551724137931
"HIST1H3H","ORF",2.657,34,27,21.4411764705882
"TM9SF1","BOTH",-2.272,45,31,21.3555555555556
"IGFBP6","ORF",-6.848,27,24,21.3333333333333
"TIMP1","NONE",3.551,27,24,21.3333333333333
"MT2A","NONE",-2.931,27,24,21.3333333333333
"POMT1","BOTH",-3.001,37,28,21.1891891891892
"CRIP1","ORF",5.209,37,28,21.1891891891892
"ARL11","ORF",2.021,25,23,21.16
"FGF14","BOTH",2.116,25,23,21.16
